,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
148,2021,2021,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,47,47,,,39.4,54.8,1739,,,,,"$50,000 - $74,999",,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,VALUE,24,Income,"$50,000 - $74,999",INC,INC5075
149,2017,2017,AR,Arkansas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,28.8,28.8,,,20.2,29.3,527,,,,,"Less than $15,000",,"(34.748650124, -92.274490743)",PA,PA1,Q046,VALUE,5,Income,"Less than $15,000",INC,INCLESS15
150,2014,2014,AZ,Arizona,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,47.1,47.1,,,40.3,54.7,221,,,,,,Asian,"(34.86597028, -111.763811277)",PA,PA1,Q047,VALUE,4,Race/Ethnicity,Asian,RACE,RACEASN
151,2019,2019,TX,Texas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,41.3,41.3,,,34.3,44.4,2667,,,,,,Hispanic,"(31.827240407000488, -99.42677020599967)",PA,PA1,Q044,VALUE,48,Race/Ethnicity,Hispanic,RACE,RACEHIS
152,2022,2022,OR,Oregon,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.4,39.4,,,29.1,59,5274,Total,,,,,,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,VALUE,41,Total,Total,OVR,OVERALL
153,2021,2021,WV,West Virginia,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,26,26,,,26,27.2,923,,,,,"$50,000 - $74,999",,"(38.66551020200046, -80.71264013499967)",FV,FV1,Q018,VALUE,54,Income,"$50,000 - $74,999",INC,INC5075
154,2018,2018,AR,Arkansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.7,36.7,,,22.5,37.3,2494,,65 or older,,,,,"(34.74865012400045, -92.27449074299966)",OWS,OWS1,Q037,VALUE,5,Age (years),65 or older,AGEYR,AGEYR65PLUS
155,2015,2015,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,34.3,34.3,,,25.5,34.6,3230,,,,Female,,,"(43.625381239, -72.517640791)",PA,PA1,Q043,VALUE,50,Gender,Female,GEN,FEMALE
156,2021,2021,MA,Massachusetts,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,25.5,25.5,,,23.6,27.5,3155,,,,Male,,,"(42.27687047000046, -72.08269067499964)",FV,FV1,Q019,VALUE,25,Gender,Male,GEN,MALE
157,2020,2020,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,28.1,28.1,,,27.7,28.8,432,,,Less than high school,,,,"(35.466220975000454, -79.15925046299964)",OWS,OWS1,Q036,VALUE,37,Education,Less than high school,EDU,EDUHS
158,2019,2019,VT,Vermont,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,19.7,19.7,,,19.9,19,1391,,55 - 64,,,,,"(43.62538123900049, -72.51764079099962)",PA,PA1,Q046,VALUE,50,Age (years),55 - 64,AGEYR,AGEYR5564
159,2011,2011,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19.6,19.6,,,19.6,19.6,628,,,,,"$25,000 - $34,999",,"(44.567449424, -120.155031326)",PA,PA1,Q047,VALUE,41,Income,"$25,000 - $34,999",INC,INC2535
160,2021,2021,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,33.8,33.8,,,25.6,38.7,66,,,,,,2 or more races,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,VALUE,21,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
161,2019,2019,ID,Idaho,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,,Value,20.7,20.7,,,20.3,23,318,,,,,"Less than $15,000",,"(43.682630005000476, -114.3637300419997)",FV,FV1,Q018,VALUE,16,Income,"Less than $15,000",INC,INCLESS15
162,2015,2015,TN,Tennessee,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,21.2,21.2,,,21,21.5,4471,,,,,,Non-Hispanic White,"(35.68094058, -85.774490914)",OWS,OWS1,Q037,VALUE,47,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
163,2011,2011,MN,Minnesota,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,30.5,30.5,,,23.4,54.7,209,,,,,,Asian,"(46.355648736, -94.794200503)",PA,PA1,Q043,VALUE,27,Race/Ethnicity,Asian,RACE,RACEASN
164,2021,2021,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,22.4,22.4,,,20.7,34.5,3161,,,High school graduate,,,,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q036,VALUE,24,Education,High school graduate,EDU,EDUHSGRAD
165,2012,2012,CT,Connecticut,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.7,41.7,,,31.9,46.9,1769,,55 - 64,,,,,"(41.56266102, -72.649840952)",OWS,OWS1,Q036,VALUE,9,Age (years),55 - 64,AGEYR,AGEYR5564
166,2012,2012,VA,Virginia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,48.8,48.8,,,42.7,56,5231,,,,,,Non-Hispanic White,"(37.542680674, -78.457890463)",OWS,OWS1,Q036,VALUE,51,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
167,2022,2022,US,National,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,32.6,32.6,,,29.5,32.8,8465,,,,,,2 or more races,,OWS,OWS1,Q036,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
168,2011,2011,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,28.7,28.7,,,23.5,34.2,70,,,,,,Hispanic,"(44.393191174, -89.816370742)",OWS,OWS1,Q037,VALUE,55,Race/Ethnicity,Hispanic,RACE,RACEHIS
169,2012,2012,ND,North Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,40.9,40.9,,,30.9,41,1270,,,,,"$75,000 or greater",,"(47.475319779, -100.118421049)",OWS,OWS1,Q037,VALUE,38,Income,"$75,000 or greater",INC,INC75PLUS
170,2015,2015,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,41.2,41.2,,,21.2,49,3378,,,,Female,,,"(21.304850435, -157.857749403)",PA,PA1,Q044,VALUE,15,Gender,Female,GEN,FEMALE
171,2014,2014,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,28.9,28.9,,,27.3,29.8,661,,35 - 44,,,,,"(32.839681093, -83.627580346)",OWS,OWS1,Q037,VALUE,13,Age (years),35 - 44,AGEYR,AGEYR3544
172,2016,2016,NM,New Mexico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,27.7,27.7,,,20.2,30.6,2932,,,,,,Non-Hispanic White,"(34.520880952, -106.240580985)",OWS,OWS1,Q037,VALUE,35,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
173,2011,2011,CT,Connecticut,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,30.6,30.6,,,26.7,32.1,4009,,,,Female,,,"(41.56266102, -72.649840952)",PA,PA1,Q046,VALUE,9,Gender,Female,GEN,FEMALE
174,2021,2021,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,39.6,39.6,,,37.3,45.4,406,,,Less than high school,,,,"(39.360700171000474, -111.58713063499971)",OWS,OWS1,Q037,VALUE,49,Education,Less than high school,EDU,EDUHS
175,2022,2022,WI,Wisconsin,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,23.5,23.5,,,23.4,28.1,138,,,,,,2 or more races,"(44.39319117400049, -89.81637074199966)",OWS,OWS1,Q037,VALUE,55,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
176,2019,2019,ID,Idaho,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,41.7,41.7,,,41.6,50.1,54,,,,,,American Indian/Alaska Native,"(43.682630005000476, -114.3637300419997)",OWS,OWS1,Q036,VALUE,16,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
177,2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,36.4,36.4,,,34.6,57.2,749,,,,,"Less than $15,000",,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q037,VALUE,28,Income,"Less than $15,000",INC,INCLESS15
178,2015,2015,IL,Illinois,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,25.1,25.1,,,23.2,29.5,147,,,,,,Asian,"(40.485010283, -88.997710178)",PA,PA1,Q045,VALUE,17,Race/Ethnicity,Asian,RACE,RACEASN
179,2019,2019,US,National,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,46,46,,,39.2,58,36583,,25 - 34,,,,,,FV,FV1,Q019,VALUE,59,Age (years),25 - 34,AGEYR,AGEYR2534
180,2019,2019,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,56.2,56.2,,,54.9,57,1262,,,,,Data not reported,,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q037,VALUE,8,Income,Data not reported,INC,INCNR
181,2015,2015,GA,Georgia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.7,30.7,,,28.7,31.2,1041,,,,,"$75,000 or greater",,"(32.839681093, -83.627580346)",OWS,OWS1,Q037,VALUE,13,Income,"$75,000 or greater",INC,INC75PLUS
182,2011,2011,NE,Nebraska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,50.8,50.8,,,38.5,58.8,7894,,65 or older,,,,,"(41.641040988001, -99.365720623)",PA,PA1,Q045,VALUE,31,Age (years),65 or older,AGEYR,AGEYR65PLUS
183,2011,2011,WI,Wisconsin,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,,Value,24.8,24.8,,,22.7,24.8,783,,,,,"$75,000 or greater",,"(44.393191174, -89.816370742)",PA,PA1,Q046,VALUE,55,Income,"$75,000 or greater",INC,INC75PLUS
184,2022,2022,NE,Nebraska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,38.1,38.1,,,24.5,51,870,,45 - 54,,,,,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,VALUE,31,Age (years),45 - 54,AGEYR,AGEYR4554
185,2015,2015,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,52.5,52.5,,,48.6,55.8,634,,,,,"$25,000 - $34,999",,"(32.840571122, -86.631860762)",PA,PA1,Q044,VALUE,1,Income,"$25,000 - $34,999",INC,INC2535
186,2014,2014,IA,Iowa,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,19.7,19.7,,,19.7,19.7,115,,,,,,Non-Hispanic Black,"(42.469400913, -93.816490556)",PA,PA1,Q047,VALUE,19,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
187,2019,2019,MD,Maryland,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.1,29.1,,,21.3,44.5,9241,,,,Female,,,"(39.29058096400047, -76.60926011099963)",PA,PA1,Q047,VALUE,24,Gender,Female,GEN,FEMALE
188,2012,2012,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,24.3,24.3,,,21.7,46.3,613,,,Less than high school,,,,"(37.542680674, -78.457890463)",PA,PA1,Q047,VALUE,51,Education,Less than high school,EDU,EDUHS
189,2015,2015,UT,Utah,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,32.8,32.8,,,23.5,32.9,88,,,,,,2 or more races,"(39.360700171, -111.587130635)",PA,PA1,Q045,VALUE,49,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
190,2021,2021,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,47.4,47.4,,,39.1,51,4133,,,,Male,,,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q036,VALUE,45,Gender,Male,GEN,MALE
191,2013,2013,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,54.9,54.9,,,52.4,55.1,1749,,65 or older,,,,,"(44.567449424, -120.155031326)",PA,PA1,Q044,VALUE,41,Age (years),65 or older,AGEYR,AGEYR65PLUS
192,2015,2015,UT,Utah,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,40,40,,,39.9,40.1,802,,,,,"$25,000 - $34,999",,"(39.360700171, -111.587130635)",OWS,OWS1,Q037,VALUE,49,Income,"$25,000 - $34,999",INC,INC2535
193,2017,2017,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,,Value,30.7,30.7,,,27.1,33.2,1202,,,High school graduate,,,,"(43.235541343, -108.109830353)",OWS,OWS1,Q037,VALUE,56,Education,High school graduate,EDU,EDUHSGRAD
194,2012,2012,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,29.2,29.2,,,28.1,31.9,754,,,,,Data not reported,,"(44.567449424, -120.155031326)",PA,PA1,Q047,VALUE,41,Income,Data not reported,INC,INCNR
195,2011,2011,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,,Value,42.5,42.5,,,37.1,47.8,8839,,,,,,Non-Hispanic White,"(40.793730152, -77.860700294)",PA,PA1,Q044,VALUE,42,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
196,2017,2017,TX,Texas,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,30.3,30.3,,,28.7,30.5,1124,,25 - 34,,,,,"(31.827240407, -99.426770206)",PA,PA1,Q045,VALUE,48,Age (years),25 - 34,AGEYR,AGEYR2534
197,2017,2017,HI,Hawaii,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),,Value,25.1,25.1,,,24.5,28.1,1068,,45 - 54,,,,,"(21.304850435, -157.857749403)",PA,PA1,Q045,VALUE,15,Age (years),45 - 54,AGEYR,AGEYR4554
198,2019,2019,US,National,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,,Value,31.2,31.2,,,27,44.9,44871,,,,,"$15,000 - $24,999",,,FV,FV1,Q019,VALUE,59,Income,"$15,000 - $24,999",INC,INC1525
199,2021,2021,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,,Value,23.9,23.9,,,22,31.8,534,,,,,"Less than $15,000",,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q036,VALUE,4,Income,"Less than $15,000",INC,INCLESS15
200,2015,2015,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,,Value,22.9,22.9,,,22.2,27.4,910,,,,,"$35,000 - $49,999",,"(37.542680674, -78.457890463)",PA,PA1,Q047,VALUE,51,Income,"$35,000 - $49,999",INC,INC3550

